句子,过渡句,交互句,其他
也等于的意思啊或者是多于他，或者至少是等于他对不对？你看这个只有ae的相机，,0,1,0
包括那个这两个一个的那不用说肯定是吧，看都不用看，肯定不会光红，起码要多于它是不是？,0,0,1
唉起码有多余的，所以这个就是他的伤，啊,0,0,1
那么在实际应用里面这个除运算一般是用到什么情况下？,0,0,1
呢就是说呃比如说有有它的这个查询里面有一种,0,0,1
有一种包含的关系啊有一种包含的关系，比如说大家看啊我们书上这个例题，,0,0,1
首先看他题目查什么，所以我们数这个关系，但是他就是把我们的这个,1,0,2
呃我们，用户的一些操作，你要用这个关系单元素要把它转换过来啊转换过来，,0,0,1
他说查询至少选修了一号课程和三号课程，学生的号，,0,0,1
我们知道唉在SC表里边有哪一个学号选哪门课，成绩是多少，是不是？,0,0,1
嗯,0,0,1
那么哪一个学号选哪些课，他要看哪一个学号里面选的课程里面是至少包含了什么？,0,0,1
1和3，对吧？是这个意思吧？,0,1,0
唉哪一个学号，,0,0,1
每哪一个学校选的课程，它可能是一组啊选了123或者选了456，对不对？哪一个里面包含了一,0,1,0
是三，是不是？好，那么这个地方我们先构造一个储物关系，构造一个储物关系，,0,0,1
就是课程好，13它的值啊就是被包含的。,0,0,1
那么被除关系是什么？呢废除关系，大家看,0,0,1
 a出关系SC表，它把它处理一下，SC表里面有几个属性？三个属性，,0,0,1
这个成绩我们需不需要在这个查询里面不需要对不对？所以在x法里面投影出什么？,0,1,1
学号和课程号就两个属性了，吧这个作为被除属性，被除关系，,0,0,1
废除关系和除关系相同的属性是什么是什么？,0,0,1
课程。好好，大家回到52页这个关下去，哪位同学起来说一下？,0,0,1
回到52页这个 Sc，,0,0,1
老李，我们只看课程号和学号，那么你看学号，,0,0,1
我们的学号的取值有几个？两个。嗯121和122对不对？,0,1,0
我们找一下121的相机，121的相机是123对不对？122的相机，,0,1,0
二三哪一个是包含了这个储存关系？,0,0,1
121的对吧？那么121就是我们要求的序号，你看他求的落脚点的，学生学号嘛对不对？唉,0,2,0
好，我们再往下看，哈这个是我们刚才刚才这个例题里边找到的121的项目，,0,0,1
121的项22就对应的对应的课程号的啊对应的课程号的,0,0,1
这个相机是2和3，那么a121的相机是包含了1和3。,0,0,1
思考语言。首先我们看一下SQL是哪三个？,1,0,0
英文单词的缩写是那个 s代表结构化结构化，这个是查询是吧？,0,0,1
结构化的查询，为什么把数据库的语言叫做查询语言？呢,0,1,0
唉我们说数据库的操作我们有查询和更新，对不对？唉有查处查询，,0,1,0
但是我们主要的抄写应该是查询，所以我们有时候把数据库原理叫做查询，,0,0,2
但实际上这个语言体系它包含的功能除了查询以外，还有数据的更新，还有数据的定义，,0,0,1
还有数据的控制权限的控制作用，这个盐呢我们说它是一种,0,0,1
标准，所谓的标准就是说所有的关系数据库软件都应该支持这个，,0,0,1
比如说我们上级用的麦斯口是关系数据库软件，嘛他就自己可以还有像我们也是给大家看excess，,0,0,1
像奥尔克斯科斯曼他都支持这个公司，但是不同的软件，,0,0,1
他有可能在这个语言的功能上面它有所补充，有些区别，啊但是,0,0,1
最基本的在这个标准里面，啊我们总说法啊说这个啊三流企业做什么？,0,0,1
二流企业，,0,0,1
一流企业就是做标准，啊那么关于这个 Circle，呢大家看文书上有一个亮点，啊,0,0,1
一个标准，嗯它也经历了啊不同的这样一个版本，吧,0,0,1
啊一定要在过去在过去的教材，里边呃用的比较多的是92，,0,0,1
我们这个应该是他在这个基础上应该都啊，有时候,0,0,1
你看后面一些表里边，它都交到了2011啊好资格语言的这个可以,0,0,1
这个语言的特点我们要给大家介绍一下。,0,0,1
第一，这个数据库语言我刚才说了，它有对数据库里的数据查询、更新、定义、,0,0,1
啊疾控，所以我们说它是一个首先第一个特点就是综合统一的功能，对吧？,1,1,2
唉它里面有进行定义的，数据定义的语言一定要有，但是数据定义，语言啊,0,0,1
唉数据操作、数据控制、语言CS控制，包括这么一些个功能，,0,0,1
啊包括建立数据库，啊啊建立这个关系，建立视图、啊,0,0,1
插入数据啊等等，查询啊更新啊数据库的重构，啊安全性啊嵌入式思考。,0,0,1
好，这是他的第一个特点，啊就是综合统一很多个功能。,0,0,1
第二个就要高度的,0,0,1
非过程化。还记得我们前面讲三大经典模型的时候，因为这个语言是关系模型，,0,0,1
关系数据库的标准语言，就是说他用到的数据模型是关系模型，,0,0,1
那么前面我们介绍过层次模型和网络模型这两种模型，是非过呃是过程化的,0,0,1
是吧？是非关系模型，,0,0,1
是过程化的，而关系模型呢,0,0,1
通过的话，它的它的推动也就是说在这个语句里边，我们只是写出,0,0,1
你要做什么，而与具体的固定路径没有关系，那你就不用啊不用管,0,0,1
怎么做，这个对用户是透明的。,1,1,0
好。,0,0,1
第三个特点，,0,0,1
它既然是关系数据库的标准语言，我们说关系数据库它的数据的呈现形式是什么？,0,0,1
大家都上去了，就是二维表嘛就是关系嘛二维表是原主的及格，吧所以这个语言是面向,0,0,1
集合的操作方式和那个关系电视，关系代数操作对象是原组的集合。,0,0,1
好，第4个特点，,0,0,1
这个 circle语言呢它的使用方式，他说有多种使用方式，这里我们,0,0,1
嗯两种使用方式，两种使用方式，一种是这种语言可以独立的使用，啊你像我们,0,0,1
这个方面的专业人员，我们就用数据库语言来通过这个,0,0,1
啊数据库软件，我们直接和数据库打交道进行操作，我们上机已经上过了，对不对？,0,1,0
是不是可以独立使用，吧还有一种使用方式就是可以把它嵌入到高级语言，比如说c语言，,0,0,1
我们后面的章节要讲到编程的作用，那么像c语言Java或者call,0,0,1
这些啊高级语言里面，这些高级语言我们称为主语，,0,0,1
把这个语句嵌入到里边，怎么嵌入？,1,1,0
后面要给大家讲。,0,0,1
啊大家回想一下，你像c语言里边，,0,0,1
他有没有对数据库进行操作的语句？稍微就是三种，一个,0,0,1
顺序的是吧？去结构循环的对吧？选择结构，没有,0,1,0
对数据库操作的语句，吧比如说在数据库里面插入数据，没有是不是？,0,0,1
那么当你要开发一个应用程序的时候，,0,0,1
你要处理数据，那么问题用高精源去处理对不对？但是有的时候你牵涉到要在库里边把数据,0,1,1
提取出来，再用c语言去处理是不是啊，嗯,0,0,1
那么你这个从库里面提取出来，或者是把数据处理完了，要放进库里面，那这个,0,0,1
你必须得有数据库语言去啊要把这个思维语句要切入到高度，去做这方面的工作，,0,0,1
对它的使用方式迁迁入的。,0,0,1
好，最后一个特点，这个语言简洁，啊,0,0,1
什么叫简洁？呢我们说,0,0,1
社科语言它在写的时候，我们写语句时候已经上机用过了，,0,0,1
他的所有的语句都是以动词开头，关机的时候是这样，比如说create什么什么，因此,0,0,1
一起拍的有点类似于我们英文里边的什么？其实语句就是别说。Let's go是吧？,0,0,1
那个控制开口。那么它所用到的这个标准语言的原题所用到的动词,0,0,1
总共就是这么多，在这个表里面不多9个，啊所以它,0,0,1
年啊那个不是不是,0,0,1
查询的这个动词是，然后数据定义的我们上期用的就是你要在库里边,0,0,1
要定义一个表，就是创建一个表对不对？,0,1,0
唉你要定义这个表的结构创建表结构，创建一个表是创建它的结构，,0,0,1
然后再往里面数数据，对吧？,0,1,1
我们也可以你如果说要删除掉这个表的结构，在这个库里面，我们用照,0,0,1
这个大家上去可以去试的，啊然后你要修改这个表的结构，用r好数据操纵数据操纵,0,0,1
表的结构有了，我们要插入数据，insert into这个我上去做过，吧嗯,0,0,1
修改一个数据用啊对，,0,0,1
因为用这个啊删除这个我们后面讲的时候，大家可以相应的去上去试，啊,0,0,1
然后呢这个语句里面还有关于这个权限控制的，对这个种植对啊这个是授权的，,0,0,1
啊因为默克斯撤销权权送给某用户比如说送给哪个用户，,0,0,2
对什么数据库的什么表进行查询操作，授权不让授权，你也可以收回的，,0,0,1
那么你授予这个权限，当然有管理员去授予，,0,0,1
退这个权限以后啊你才可能对那个表去做查询，你不能做其他操作，但是我们上机的时候，,0,0,1
我我们都是什么都可以做，是不是？,0,0,1
没有对前线真正在开发是必要的，控制起来不是随便什么，,0,0,1
所以我们这一章里面很多这个例题，啊,0,0,1
我我都建议大家上今天时间都可以再上去试一下，做一下，这样更深的去体会对吧？,0,1,0
唉我们有一句话叫做什么？实践是解决真理的标准是吧？你做的怎么样呢，,1,1,0
好，我们书上有一个这样的图，啊这个图就是把我们思考它和我们前面讲的三级模式结构,0,0,1
把它对应起来，啊那么这个 C口就标定了，他也支持，,0,0,1
比如说对应y模式，在我们这个语言里面我们是4~6次，,0,0,1
试图是呃它是一种呃应用程序或者用户他所关心的局部的数据，,0,0,1
比如说我对学生表，我是看他的学号和信用是吧？,0,0,1
唉那么我们可以做一个事，,0,0,1
然后基本表呢它是呃这个数据库里面所有数据啊反正所有数据逻辑结构，,0,0,1
所以它是合适。,0,0,1
另外对于类模式，呢我们有这个呃存储文件，啊,0,0,1
这个存储文件呢可以是比如说一个啊一个表，定一个存储文件，,0,0,1
啊也可以是一个比较大的存储文件，它对应几个几个表，这个要看我们所用的数据库吗？对。,0,0,1
嗯他们去。,0,0,1
好，这个地方呢是我们在这章里边，,0,0,1
我们也要用到这三个关系模式，就是我们对应到我们52页三个,0,0,1
三个关系模式，这写的是模式啊关系的名和它所包括的属性，这个是它的变属性，,0,0,1
学生关系、课程关系和选课关系，这三个关系是我们例子里面常用的。,0,0,1
啊,0,0,1
好，下面我们来看一下哈看一下张金山同学他的这个写的嗯,1,0,0
还是一些这个表可以推广SP，接啊完了以后下面是属性属性类，对不对？啊,1,1,0
唉所以那个是原括号是吧？把原点是噢是原来是原括号，,0,0,1
人头好，嗯嗯嗯你上好，,0,0,1
故意上好制图型酒的制图的程度，其实我们从书上这个呃这个数据来看，啊,0,0,1
一是两个两个字符，它长度就可以了是吧？,0,0,1
唉,0,0,1
然后林建浩也是啊他因为是p1P2P3嘛对吧？,0,1,2
工程号是不行，啊嗯然后数量什么it嗯可以啊,0,0,1
好组建约束组建约束表决约束，,0,0,1
